componente,ano4,codusu,nro_hogar,Sexo,ch06,ch07,ch08,nivel_ed,estado,cat_ocup,cat_inac,itf,ipcf,pp07h,pp03c,p47t,p21,pp03g,Edad,adulto_equiv,ad_equiv_hogar,ingreso_necesario,pobre
2.0,2025,TQRMNORWPHLMKNCDEFPCH00876309,1.0,Mujer,31,Casado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,3300000.0,825000.0,Sí,...un sólo empleo/ocupación/actividad?,1500000.0,1500000.0,No,30 a 45 años,0.77,3.02,1102834.54,0
3.0,2025,TQRMNORWPHLMKNCDEFPCH00876309,1.0,Mujer,12,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,3300000.0,825000.0,,,0.0,0.0,,12 años,0.74,3.02,1102834.54,0
4.0,2025,TQRMNORWPHLMKNCDEFPCH00876309,1.0,Varón,3,Soltero,Obra social (incluye PAMI),Sin instrucción,,,Menor de 6 años,3300000.0,825000.0,,,0.0,0.0,,3 años,0.51,3.02,1102834.54,0
4.0,2025,TQRMNOTWWHLOKOCDEFPCH00852518,1.0,Mujer,5,Soltero,No paga ni le descuentan,Sin instrucción,,,Menor de 6 años,100000.0,25000.0,,,0.0,0.0,,5 años,0.6,3.05,1113789.8499999999,1
1.0,2025,TQRMNOTWWHLOKOCDEFPCH00852518,1.0,Varón,33,Unido,No paga ni le descuentan,Secundaria Incompleta,Ocupado,Cuenta propia,,100000.0,25000.0,,...un sólo empleo/ocupación/actividad?,100000.0,100000.0,No,30 a 45 años,1.0,3.05,1113789.8499999999,1
2.0,2025,TQRMNOTWWHLOKOCDEFPCH00852518,1.0,Mujer,28,Unido,No paga ni le descuentan,Superior Universitaria Completa,Inactivo,,Ama de casa,100000.0,25000.0,,,0.0,0.0,,18 a 29 años,0.76,3.05,1113789.8499999999,1
3.0,2025,TQRMNOTWWHLOKOCDEFPCH00852518,1.0,Mujer,9,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),,,Estudiante,100000.0,25000.0,,,0.0,0.0,,9 años,0.69,3.05,1113789.8499999999,1
1.0,2025,TQRMNOQWSHMOKMCDEFPCH00877734,1.0,Varón,67,Separado o divorciado,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,890000.0,445000.0,,,890000.0,0.0,,61 a 75 años,0.83,1.85,675577.4500000001,0
2.0,2025,TQRMNOQWSHMOKMCDEFPCH00877734,1.0,Varón,22,Soltero,No paga ni le descuentan,Secundaria Completa,Desocupado,Obrero o empleado,,890000.0,445000.0,,,0.0,0.0,,18 a 29 años,1.02,1.85,675577.4500000001,0
1.0,2025,TQRMNORRRHJNKQCDEOJAH00876409,1.0,Mujer,93,Soltero,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Ama de casa,1960000.0,392000.0,,,900000.0,0.0,,más de 75 años,0.63,3.66,1336547.82,0
1.0,2025,TQRMNOPSYHJMKPCDEGNFJ00877662,1.0,Mujer,31,Soltero,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,1875000.0,625000.0,Sí,...un sólo empleo/ocupación/actividad?,900000.0,900000.0,No,30 a 45 años,0.77,2.29,836255.33,0
2.0,2025,TQRMNOPSYHJMKPCDEGNFJ00877662,1.0,Mujer,21,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,1875000.0,625000.0,Sí,...un sólo empleo/ocupación/actividad?,975000.0,650000.0,No,18 a 29 años,0.76,2.29,836255.33,0
3.0,2025,TQRMNOPSYHJMKPCDEGNFJ00877662,1.0,Mujer,51,Separado o divorciado,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Ama de casa,1875000.0,625000.0,,,0.0,0.0,,46 a 60 años,0.76,2.29,836255.33,0
1.0,2025,TQRMNORPXHMMKNCDEGNFJ00877663,1.0,Varón,52,Separado o divorciado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,1500000.0,750000.0,Sí,...un sólo empleo/ocupación/actividad?,1500000.0,1500000.0,No,46 a 60 años,1.0,1.9,693836.2999999999,0
1.0,2025,TQRMNORXUHKLKMCDEOHCH00857981,1.0,Mujer,68,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Jubilado/pensionado,1300000.0,650000.0,,,400000.0,0.0,,61 a 75 años,0.67,1.5,547765.5,0
2.0,2025,TQRMNORXUHKLKMCDEOHCH00857981,1.0,Varón,68,Casado,Obra social (incluye PAMI),Primaria Completa,Ocupado,Obrero o empleado,,1300000.0,650000.0,No,...un sólo empleo/ocupación/actividad?,900000.0,900000.0,No,61 a 75 años,0.83,1.5,547765.5,0
1.0,2025,TQRMNOSXRHKKKNCDEOHCH00877794,1.0,Mujer,23,Unido,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,,Estudiante,1350000.0,450000.0,,,150000.0,0.0,,18 a 29 años,0.76,2.15,785130.5499999999,0
2.0,2025,TQRMNOSXRHKKKNCDEOHCH00877794,1.0,Varón,26,Unido,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,1350000.0,450000.0,Sí,...un sólo empleo/ocupación/actividad?,1200000.0,1200000.0,No,18 a 29 años,1.02,2.15,785130.5499999999,0
3.0,2025,TQRMNOSXRHKKKNCDEOHCH00877794,1.0,Mujer,1,Soltero,Obra social (incluye PAMI),Sin instrucción,,,Menor de 6 años,1350000.0,450000.0,,,0.0,0.0,,1 años,0.37,2.15,785130.5499999999,0
1.0,2025,TQRMNOQSUHMMKNCDEOHCH00877795,1.0,Mujer,72,Separado o divorciado,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,2150000.0,430000.0,Sí,...más de un empleo/ocupación/actividad?,530000.0,530000.0,No,61 a 75 años,0.67,4.75,1734590.75,0
2.0,2025,TQRMNOQSUHMMKNCDEOHCH00877795,1.0,Varón,28,Soltero,No paga ni le descuentan,Secundaria Completa,Ocupado,Obrero o empleado,,2150000.0,430000.0,No,...un sólo empleo/ocupación/actividad?,720000.0,480000.0,Sí,18 a 29 años,1.02,4.75,1734590.75,0
3.0,2025,TQRMNOQSUHMMKNCDEOHCH00877795,1.0,Varón,27,Soltero,No paga ni le descuentan,Secundaria Completa,Ocupado,Obrero o empleado,,2150000.0,430000.0,No,...un sólo empleo/ocupación/actividad?,720000.0,480000.0,Sí,18 a 29 años,1.02,4.75,1734590.75,0
4.0,2025,TQRMNOQSUHMMKNCDEOHCH00877795,1.0,Varón,26,Soltero,No paga ni le descuentan,Secundaria Incompleta,Desocupado,Obrero o empleado,,2150000.0,430000.0,,,0.0,0.0,,18 a 29 años,1.02,4.75,1734590.75,0
5.0,2025,TQRMNOQSUHMMKNCDEOHCH00877795,1.0,Varón,18,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,,Estudiante,2150000.0,430000.0,,,180000.0,0.0,,18 a 29 años,1.02,4.75,1734590.75,0
2.0,2025,TQRMNORRRHJNKQCDEOJAH00876409,1.0,Mujer,24,Soltero,No paga ni le descuentan,Superior Universitaria Incompleta,Ocupado,Cuenta propia,,1960000.0,392000.0,,...un sólo empleo/ocupación/actividad?,300000.0,300000.0,No,18 a 29 años,0.76,3.66,1336547.82,0
3.0,2025,TQRMNORRRHJNKQCDEOJAH00876409,1.0,Mujer,21,Soltero,No paga ni le descuentan,Secundaria Completa,Inactivo,,Ama de casa,1960000.0,392000.0,,,160000.0,0.0,,18 a 29 años,0.76,3.66,1336547.82,0
4.0,2025,TQRMNORRRHJNKQCDEOJAH00876409,1.0,Mujer,3,Soltero,No paga ni le descuentan,Sin instrucción,,,Menor de 6 años,1960000.0,392000.0,,,0.0,0.0,,3 años,0.51,3.66,1336547.82,0
5.0,2025,TQRMNORRRHJNKQCDEOJAH00876409,1.0,Varón,52,Soltero,No paga ni le descuentan,Primaria Completa,Inactivo,,Discapacitado,1960000.0,392000.0,,,600000.0,0.0,,46 a 60 años,1.0,3.66,1336547.82,0
1.0,2025,TQRMNOPXWHMOKSCDEOJAH00877825,1.0,Varón,54,Separado o divorciado,No paga ni le descuentan,Primaria Completa,Ocupado,Obrero o empleado,,640000.0,640000.0,No,...un sólo empleo/ocupación/actividad?,640000.0,640000.0,No,46 a 60 años,1.0,1.0,365177.0,0
1.0,2025,TQRMNORPXHLLKRCDEOJAH00856304,1.0,Varón,62,Casado,No paga ni le descuentan,Superior Universitaria Incompleta,Desocupado,Cuenta propia,,1150000.0,383333.33,,,0.0,0.0,,61 a 75 años,0.83,2.5,912942.5,0
2.0,2025,TQRMNORPXHLLKRCDEOJAH00856304,1.0,Varón,32,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,1150000.0,383333.33,,,350000.0,0.0,,30 a 45 años,1.0,2.5,912942.5,0
3.0,2025,TQRMNORPXHLLKRCDEOJAH00856304,1.0,Mujer,64,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Inactivo,,Jubilado/pensionado,1150000.0,383333.33,,,800000.0,0.0,,61 a 75 años,0.67,2.5,912942.5,0
1.0,2025,TQRMNOPWTHLOKTCDEOJAH00856786,1.0,Mujer,84,Viudo,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Ama de casa,480000.0,480000.0,,,480000.0,0.0,,más de 75 años,0.63,0.63,230061.51,0
1.0,2025,TQRMNOPVSHKLKUCDEOJAH00857629,1.0,Mujer,72,Soltero,Obra social (incluye PAMI),Superior Universitaria Completa,Inactivo,,Jubilado/pensionado,1800000.0,1800000.0,,,1800000.0,0.0,,61 a 75 años,0.67,0.67,244668.59000000003,0
1.0,2025,TQRMNORWRHMOKNCDEFPCH00877891,1.0,Mujer,74,Viudo,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,Obrero o empleado,,1100000.0,1100000.0,No,...un sólo empleo/ocupación/actividad?,1100000.0,300000.0,No,61 a 75 años,0.67,0.67,244668.59000000003,0
2.0,2025,TQRMNORPXHMMKNCDEGNFJ00877663,1.0,Varón,13,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,1500000.0,750000.0,,,0.0,0.0,,13 años,0.9,1.9,693836.2999999999,0
1.0,2025,TQRMNOPTWHJOKQCDEGNFJ00876349,1.0,Varón,64,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,600000.0,300000.0,,,340000.0,0.0,,61 a 75 años,0.83,1.5,547765.5,0
2.0,2025,TQRMNOPTWHJOKQCDEGNFJ00876349,1.0,Mujer,66,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,600000.0,300000.0,,,260000.0,0.0,,61 a 75 años,0.67,1.5,547765.5,0
1.0,2025,TQRMNORTVHKMKRCDEHGHJ00865899,1.0,Varón,51,Soltero,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,2400000.0,2400000.0,Sí,...más de un empleo/ocupación/actividad?,2400000.0,1200000.0,No,46 a 60 años,1.0,1.0,365177.0,0
1.0,2025,TQRMNOSTXHJLKOCDEHGHJ00877560,1.0,Mujer,28,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,3100000.0,1550000.0,Sí,...un sólo empleo/ocupación/actividad?,3100000.0,3100000.0,No,18 a 29 años,0.76,1.42,518551.33999999997,0
2.0,2025,TQRMNOSTXHJLKOCDEHGHJ00877560,1.0,Mujer,7,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),,,Estudiante,3100000.0,1550000.0,,,0.0,0.0,,7 años,0.66,1.42,518551.33999999997,0
1.0,2025,TQRMNOPUSHJKKQCDEHGHJ00876945,1.0,Mujer,49,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,800000.0,400000.0,Sí,...un sólo empleo/ocupación/actividad?,800000.0,800000.0,No,46 a 60 años,0.76,1.78,650015.06,0
2.0,2025,TQRMNOPUSHJKKQCDEHGHJ00876945,1.0,Varón,22,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,,Estudiante,800000.0,400000.0,,,0.0,0.0,,18 a 29 años,1.02,1.78,650015.06,0
1.0,2025,TQRMNOQPTHLMKTCDEHGHJ00861525,1.0,Mujer,42,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,2000000.0,400000.0,Sí,...un sólo empleo/ocupación/actividad?,1300000.0,1300000.0,No,30 a 45 años,0.77,4.15,1515484.55,0
2.0,2025,TQRMNOQPTHLMKTCDEHGHJ00861525,1.0,Varón,44,Casado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,2000000.0,400000.0,No,...un sólo empleo/ocupación/actividad?,700000.0,700000.0,No,30 a 45 años,1.0,4.15,1515484.55,0
1.0,2025,TQRMNOQQXHMMKPCDEOJAH00877760,1.0,Varón,28,Unido,No paga ni le descuentan,Primaria Completa,Ocupado,Obrero o empleado,,1300000.0,260000.0,No,...un sólo empleo/ocupación/actividad?,500000.0,500000.0,No,18 a 29 años,1.02,3.95,1442449.1500000001,1
2.0,2025,TQRMNOQQXHMMKPCDEOJAH00877760,1.0,Mujer,30,Unido,No paga ni le descuentan,Secundaria Completa,Ocupado,Obrero o empleado,,1300000.0,260000.0,No,...un sólo empleo/ocupación/actividad?,800000.0,800000.0,No,30 a 45 años,0.77,3.95,1442449.1500000001,1
3.0,2025,TQRMNOQQXHMMKPCDEOJAH00877760,1.0,Varón,15,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,1300000.0,260000.0,,,0.0,0.0,,15 años,1.0,3.95,1442449.1500000001,1
4.0,2025,TQRMNOQQXHMMKPCDEOJAH00877760,1.0,Mujer,10,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,1300000.0,260000.0,,,0.0,0.0,,10 años,0.7,3.95,1442449.1500000001,1
5.0,2025,TQRMNOQQXHMMKPCDEOJAH00877760,1.0,Mujer,2,Soltero,Obra social (incluye PAMI),Sin instrucción,,,Menor de 6 años,1300000.0,260000.0,,,0.0,0.0,,2 años,0.46,3.95,1442449.1500000001,1
1.0,2025,TQRMNORRPHMMKNCDEOHCH00877796,1.0,Varón,32,Soltero,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,800000.0,800000.0,Sí,...un sólo empleo/ocupación/actividad?,800000.0,800000.0,No,30 a 45 años,1.0,1.0,365177.0,0
1.0,2025,TQRMNORRVHJNKSCDEOHCH00873429,2.0,Varón,46,Unido,No paga ni le descuentan,Secundaria Incompleta,Ocupado,Cuenta propia,,1030700.0,343566.67,,...un sólo empleo/ocupación/actividad?,900000.0,900000.0,No,46 a 60 años,1.0,2.41,880076.5700000001,0
2.0,2025,TQRMNORRVHJNKSCDEOHCH00873429,2.0,Mujer,43,Unido,No paga ni le descuentan,Secundaria Completa,Inactivo,,Ama de casa,1030700.0,343566.67,,,130700.0,0.0,,30 a 45 años,0.77,2.41,880076.5700000001,0
3.0,2025,TQRMNORRVHJNKSCDEOHCH00873429,2.0,Varón,6,Soltero,Planes y seguros públicos,Primaria Incompleta (incluye educación especial),,,Estudiante,1030700.0,343566.67,,,0.0,0.0,,6 años,0.64,2.41,880076.5700000001,0
1.0,2025,TQRMNORVYHKOKTCDEOHCH00877830,1.0,Mujer,63,Casado,No paga ni le descuentan,Primaria Completa,Inactivo,,Ama de casa,800000.0,800000.0,,,800000.0,0.0,,61 a 75 años,0.67,0.67,244668.59000000003,0
1.0,2025,TQRMNOPYUHMNKTCDEOHCH00877876,1.0,Varón,73,Casado,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Jubilado/pensionado,810000.0,405000.0,,,480000.0,0.0,,61 a 75 años,0.83,1.5899999999999999,580631.4299999999,0
2.0,2025,TQRMNOPYUHMNKTCDEOHCH00877876,1.0,Mujer,60,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Otros,810000.0,405000.0,,,330000.0,0.0,,46 a 60 años,0.76,1.5899999999999999,580631.4299999999,0
1.0,2025,TQRMNOPUXHJMKUCDEHGHJ00877388,1.0,Mujer,59,Soltero,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Jubilado/pensionado,1925000.0,641666.67,,,1050000.0,0.0,,46 a 60 años,0.76,2.76,1007888.5199999999,0
2.0,2025,TQRMNOPUXHJMKUCDEHGHJ00877388,1.0,Varón,34,Soltero,Obra social (incluye PAMI),Primaria Completa,Ocupado,Obrero o empleado,,1925000.0,641666.67,No,...un sólo empleo/ocupación/actividad?,525000.0,350000.0,No,30 a 45 años,1.0,2.76,1007888.5199999999,0
1.0,2025,TQRMNOQRYHJOKQCDEOJAH00872658,1.0,Mujer,80,Viudo,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,200000.0,200000.0,,,200000.0,0.0,,más de 75 años,0.63,0.63,230061.51,1
3.0,2025,TQRMNOQPTHLMKTCDEHGHJ00861525,1.0,Mujer,24,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,,Estudiante,2000000.0,400000.0,,,0.0,0.0,,18 a 29 años,0.76,4.15,1515484.55,0
4.0,2025,TQRMNOQPTHLMKTCDEHGHJ00861525,1.0,Varón,20,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,,Estudiante,2000000.0,400000.0,,,0.0,0.0,,18 a 29 años,1.02,4.15,1515484.55,0
5.0,2025,TQRMNOQPTHLMKTCDEHGHJ00861525,1.0,Varón,5,Soltero,Obra social (incluye PAMI),Sin instrucción,,,Menor de 6 años,2000000.0,400000.0,,,0.0,0.0,,5 años,0.6,4.15,1515484.55,0
1.0,2025,TQRMNORTYHJMKRCDEHGHJ00877562,1.0,Mujer,40,Unido,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,800000.0,400000.0,No,...un sólo empleo/ocupación/actividad?,400000.0,400000.0,No,30 a 45 años,0.77,1.77,646363.29,0
2.0,2025,TQRMNORTYHJMKRCDEHGHJ00877562,1.0,Varón,44,Unido,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,800000.0,400000.0,No,...un sólo empleo/ocupación/actividad?,400000.0,400000.0,No,30 a 45 años,1.0,1.77,646363.29,0
1.0,2025,TQRMNORVYHKNKTCDEHGHJ00877713,1.0,Varón,61,Soltero,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Jubilado/pensionado,2000000.0,666666.67,,,1300000.0,0.0,,61 a 75 años,0.83,2.62,956763.74,0
2.0,2025,TQRMNORVYHKNKTCDEHGHJ00877713,1.0,Mujer,37,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Cuenta propia,,2000000.0,666666.67,,...un sólo empleo/ocupación/actividad?,700000.0,700000.0,No,30 a 45 años,0.77,2.62,956763.74,0
3.0,2025,TQRMNORVYHKNKTCDEHGHJ00877713,1.0,Varón,28,Unido,,Secundaria Incompleta,Desocupado,Obrero o empleado,,2000000.0,666666.67,,,0.0,0.0,,18 a 29 años,1.02,2.62,956763.74,0
1.0,2025,TQRMNOTUQHJOKTCDEHGHJ00877074,1.0,Mujer,61,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Jubilado/pensionado,900000.0,450000.0,,,700000.0,0.0,,61 a 75 años,0.67,1.67,609845.59,0
2.0,2025,TQRMNOTUQHJOKTCDEHGHJ00877074,1.0,Varón,41,Soltero,Planes y seguros públicos,Primaria Incompleta (incluye educación especial),Inactivo,,Discapacitado,900000.0,450000.0,,,200000.0,0.0,,30 a 45 años,1.0,1.67,609845.59,0
1.0,2025,TQRMNOTYTHLOKUCDEHGHJ00853609,1.0,Mujer,28,Unido,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,Obrero o empleado,,1230000.0,410000.0,Sí,...un sólo empleo/ocupación/actividad?,850000.0,850000.0,No,18 a 29 años,0.76,2.45,894683.65,0
2.0,2025,TQRMNOTYTHLOKUCDEHGHJ00853609,1.0,Mujer,9,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),,,Estudiante,1230000.0,410000.0,,,0.0,0.0,,9 años,0.69,2.45,894683.65,0
3.0,2025,TQRMNOTYTHLOKUCDEHGHJ00853609,1.0,Varón,30,Unido,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,1230000.0,410000.0,No,...un sólo empleo/ocupación/actividad?,380000.0,380000.0,No,30 a 45 años,1.0,2.45,894683.65,0
3.0,2025,TQRMNOPUXHJMKUCDEHGHJ00877388,1.0,Varón,31,Soltero,No paga ni le descuentan,Primaria Completa,Ocupado,Cuenta propia,,1925000.0,641666.67,,...un sólo empleo/ocupación/actividad?,350000.0,350000.0,Sí,30 a 45 años,1.0,2.76,1007888.5199999999,0
1.0,2025,TQRMNOQPSHKOLLCDEHGHJ00866116,1.0,Mujer,53,Unido,Obra social (incluye PAMI),Superior Universitaria Completa,Inactivo,,Jubilado/pensionado,1800000.0,900000.0,,,1000000.0,0.0,,46 a 60 años,0.76,1.76,642711.52,0
2.0,2025,TQRMNOQPSHKOLLCDEHGHJ00866116,1.0,Varón,47,Unido,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,1800000.0,900000.0,Sí,,800000.0,800000.0,No,46 a 60 años,1.0,1.76,642711.52,0
1.0,2025,TQRMNORQUHMNLMCDEHGHJ00877909,1.0,Varón,67,Separado o divorciado,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Jubilado/pensionado,800000.0,800000.0,,,800000.0,0.0,,61 a 75 años,0.83,0.83,303096.91,0
1.0,2025,TQRMNOTPRHJNLMCDEHGHJ00877430,1.0,Varón,36,Unido,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,2880000.0,720000.0,Sí,...un sólo empleo/ocupación/actividad?,2600000.0,1800000.0,No,30 a 45 años,1.0,2.2800000000000002,832603.56,0
2.0,2025,TQRMNOTPRHJNLMCDEHGHJ00877430,1.0,Mujer,35,Unido,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Ama de casa,2880000.0,720000.0,,,280000.0,0.0,,30 a 45 años,0.77,2.2800000000000002,832603.56,0
3.0,2025,TQRMNOTPRHJNLMCDEHGHJ00877430,1.0,Varón,3,Soltero,Obra social (incluye PAMI),Sin instrucción,,,Menor de 6 años,2880000.0,720000.0,,,0.0,0.0,,3 años,0.51,2.2800000000000002,832603.56,0
1.0,2025,TQRMNOQRSHMNLNCDEHGHJ00877910,1.0,Mujer,69,Separado o divorciado,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Jubilado/pensionado,320000.0,320000.0,,,320000.0,0.0,,61 a 75 años,0.67,0.67,244668.59000000003,0
1.0,2025,TQRMNOPVXHJMLNCDEHGHJ00877589,1.0,Varón,74,Soltero,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,850000.0,425000.0,,,450000.0,0.0,,61 a 75 años,0.83,1.83,668273.91,0
2.0,2025,TQRMNOPVXHJMLNCDEHGHJ00877589,1.0,Varón,44,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Ocupado,Cuenta propia,,850000.0,425000.0,,...un sólo empleo/ocupación/actividad?,400000.0,400000.0,No,30 a 45 años,1.0,1.83,668273.91,0
1.0,2025,TQRMNOSSRHLLLNCDEOHCH00856178,1.0,Mujer,35,Soltero,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,1000000.0,500000.0,Sí,...un sólo empleo/ocupación/actividad?,1000000.0,1000000.0,No,30 a 45 años,0.77,1.37,500292.49000000005,0
1.0,2025,TQRMNOSWXHLKLQCDEOHCH00856209,1.0,Varón,58,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,4320000.0,1440000.0,Sí,...un sólo empleo/ocupación/actividad?,2250000.0,1500000.0,No,46 a 60 años,1.0,2.52,920246.04,0
2.0,2025,TQRMNOSWXHLKLQCDEOHCH00856209,1.0,Mujer,57,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,4320000.0,1440000.0,Sí,...un sólo empleo/ocupación/actividad?,720000.0,480000.0,No,46 a 60 años,0.76,2.52,920246.04,0
3.0,2025,TQRMNOSWXHLKLQCDEOHCH00856209,1.0,Mujer,25,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,4320000.0,1440000.0,Sí,...un sólo empleo/ocupación/actividad?,1350000.0,900000.0,No,18 a 29 años,0.76,2.52,920246.04,0
1.0,2025,TQRMNORYVHKMKMCDEOHCH00858223,1.0,Varón,74,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,3800000.0,1900000.0,,,2000000.0,0.0,,61 a 75 años,0.83,1.5,547765.5,0
2.0,2025,TQRMNORYVHKMKMCDEOHCH00858223,1.0,Mujer,74,Casado,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Jubilado/pensionado,3800000.0,1900000.0,,,1800000.0,0.0,,61 a 75 años,0.67,1.5,547765.5,0
2.0,2025,TQRMNOSSRHLLLNCDEOHCH00856178,1.0,Varón,5,Soltero,Obra social (incluye PAMI),Sin instrucción,,,Menor de 6 años,1000000.0,500000.0,,,0.0,0.0,,5 años,0.6,1.37,500292.49000000005,0
1.0,2025,TQRMNOSQPHKOKQCDEIHJF00860850,1.0,Varón,65,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,1200000.0,600000.0,,,675000.0,0.0,,61 a 75 años,0.83,1.5899999999999999,580631.4299999999,0
2.0,2025,TQRMNOSQPHKOKQCDEIHJF00860850,1.0,Mujer,57,Casado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,1200000.0,600000.0,Sí,...un sólo empleo/ocupación/actividad?,525000.0,350000.0,No,46 a 60 años,0.76,1.5899999999999999,580631.4299999999,0
1.0,2025,TQRMNOTWTHJOKPCDEIHJF00876858,1.0,Mujer,37,Soltero,Mutual/Prepaga/Servicio de emergencia,Superior Universitaria Incompleta,Ocupado,Obrero o empleado,,3000000.0,3000000.0,Sí,...un sólo empleo/ocupación/actividad?,3000000.0,3000000.0,No,30 a 45 años,0.77,0.77,281186.29,0
1.0,2025,TQRMNOPRYHJKKQCDEIHJF00877879,1.0,Mujer,45,Casado,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,,Ama de casa,2800000.0,1400000.0,,,0.0,0.0,,30 a 45 años,0.77,1.77,646363.29,0
2.0,2025,TQRMNOPRYHJKKQCDEIHJF00877879,1.0,Varón,59,Casado,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,Obrero o empleado,,2800000.0,1400000.0,Sí,...un sólo empleo/ocupación/actividad?,2800000.0,2000000.0,No,46 a 60 años,1.0,1.77,646363.29,0
1.0,2025,TQRMNOPTTHJMKSCDEIHJF00875820,1.0,Mujer,76,Unido,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Jubilado/pensionado,1300000.0,650000.0,,,600000.0,0.0,,más de 75 años,0.63,1.37,500292.49000000005,0
2.0,2025,TQRMNOPTTHJMKSCDEIHJF00875820,1.0,Varón,78,Unido,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Jubilado/pensionado,1300000.0,650000.0,,,700000.0,0.0,,más de 75 años,0.74,1.37,500292.49000000005,0
1.0,2025,TQRMNORRQHJMKSCDEIHJF00875821,1.0,Varón,63,Unido,Obra social (incluye PAMI),Secundaria Completa,Desocupado,Obrero o empleado,,1200000.0,300000.0,,,0.0,0.0,,61 a 75 años,0.83,3.42,1248905.34,1
