componente,ano4,codusu,nro_hogar,Sexo,ch06,ch07,ch08,nivel_ed,estado,cat_ocup,cat_inac,itf,ipcf,pp07h,pp03c,p47t,p21,pp03g,Edad,adulto_equiv,ad_equiv_hogar,ingreso_necesario,pobre,edad2,ch10,ch12,ch13,ch14,educ,itf_2025,linea_pobreza,pp3e_tot,pp3f_tot,ch03,horastrab,ix_tot
2.0,2025,TQRMNOSSWHLMLPCDEOHCH00856202,1,Mujer,38,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,1750000.0,875000.0,Sí,,950000.0,950000.0,No,30 a 45 años,0.77,1.77,646363.29,0,1444,2,4,1,,13.0,1750000.0,646363.29,0.0,0.0,2,0.0,2.0
1.0,2025,TQRMNORUPHKKLQCDEOHCH00858184,1,Varón,71,Viudo,Obra social (incluye PAMI),Superior Universitaria Completa,Inactivo,,Jubilado/pensionado,3070000.0,767500.0,,,1800000.0,0.0,,61 a 75 años,0.83,2.67,975022.59,0,5041,2,7,1,,19.0,3070000.0,975022.59,,,1,0.0,4.0
2.0,2025,TQRMNORUPHKKLQCDEOHCH00858184,1,Mujer,38,Soltero,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,3070000.0,767500.0,Sí,...un sólo empleo/ocupación/actividad?,1270000.0,720000.0,No,30 a 45 años,0.77,2.67,975022.59,0,1444,2,6,1,,16.0,3070000.0,975022.59,20.0,0.0,3,20.0,4.0
3.0,2025,TQRMNORUPHKKLQCDEOHCH00858184,1,Mujer,10,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,3070000.0,767500.0,,,0.0,0.0,,10 años,0.7,2.67,975022.59,0,100,1,2,2,4.0,5.0,3070000.0,975022.59,,,5,0.0,4.0
4.0,2025,TQRMNORUPHKKLQCDEOHCH00858184,1,Mujer,1,Soltero,Obra social (incluye PAMI),Sin instrucción,,,Menor de 6 años,3070000.0,767500.0,,,0.0,0.0,,1 años,0.37,2.67,975022.59,0,1,0,0,0,,0.0,3070000.0,975022.59,,,5,0.0,4.0
1.0,2025,TQRMNORTXHLMKTCDEHGHJ00853616,1,Mujer,78,Viudo,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Jubilado/pensionado,700000.0,700000.0,,,700000.0,0.0,,más de 75 años,0.63,0.63,230061.51,0,6084,2,2,2,4.0,5.0,700000.0,230061.51,,,1,0.0,1.0
1.0,2025,TQRMNOQWPHJKKSCDEHGHJ00877268,1,Varón,49,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,5250000.0,2625000.0,Sí,...un sólo empleo/ocupación/actividad?,2250000.0,1500000.0,No,46 a 60 años,1.0,1.76,642711.52,0,2401,2,4,1,,13.0,5250000.0,642711.52,48.0,0.0,1,48.0,2.0
1.0,2025,TQRMNOQWTHMKKPCDEHGHJ00878552,1,Varón,76,Unido,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Patrón,,5200000.0,1733333.33,,...un sólo empleo/ocupación/actividad?,4100000.0,3000000.0,No,más de 75 años,0.74,2.76,1007888.52,0,5776,2,7,1,,19.0,5200000.0,1007888.52,48.0,0.0,1,48.0,3.0
2.0,2025,TQRMNOQWTHMKKPCDEHGHJ00878552,1,Varón,57,Unido,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Jubilado/pensionado,5200000.0,1733333.33,,,1100000.0,0.0,,46 a 60 años,1.0,2.76,1007888.52,0,3249,2,4,1,,13.0,5200000.0,1007888.52,,,2,0.0,3.0
3.0,2025,TQRMNOQWTHMKKPCDEHGHJ00878552,1,Varón,25,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,,Estudiante,5200000.0,1733333.33,,,0.0,0.0,,18 a 29 años,1.02,2.76,1007888.52,0,625,1,7,2,4.0,17.0,5200000.0,1007888.52,,,3,0.0,3.0
1.0,2025,TQRMNORVQHJMKPCDEHGHJ00877419,1,Mujer,67,Separado o divorciado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,1350000.0,1350000.0,Sí,,1350000.0,900000.0,No,61 a 75 años,0.67,0.67,244668.59000000003,0,4489,2,7,1,,19.0,1350000.0,244668.59000000003,0.0,0.0,1,0.0,1.0
1.0,2025,TQRMNOQSXHMOKOCDEOJAH00878800,1,Varón,26,Soltero,No paga ni le descuentan,Secundaria Completa,Ocupado,Cuenta propia,,1400000.0,700000.0,,...un sólo empleo/ocupación/actividad?,700000.0,700000.0,No,18 a 29 años,1.02,2.04,744961.08,0,676,2,4,1,,13.0,1400000.0,744961.08,30.0,0.0,1,30.0,2.0
2.0,2025,TQRMNOQSXHMOKOCDEOJAH00878800,1,Varón,25,Soltero,No paga ni le descuentan,Primaria Completa,Ocupado,Cuenta propia,,1400000.0,700000.0,,...un sólo empleo/ocupación/actividad?,700000.0,700000.0,No,18 a 29 años,1.02,2.04,744961.08,0,625,2,2,1,,8.0,1400000.0,744961.08,30.0,0.0,9,30.0,2.0
1.0,2025,TQRMNORVPHMNKQCDEOJAH00878802,1,Varón,59,Soltero,No paga ni le descuentan,Secundaria Completa,Ocupado,Cuenta propia,,500000.0,500000.0,,...un sólo empleo/ocupación/actividad?,500000.0,500000.0,No,46 a 60 años,1.0,1.0,365177.0,0,3481,2,4,1,,13.0,500000.0,365177.0,48.0,0.0,1,48.0,1.0
2.0,2025,TQRMNOPRSHKMKPCDEOJAH00857408,1,Varón,35,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,2500000.0,625000.0,Sí,...un sólo empleo/ocupación/actividad?,1400000.0,1400000.0,No,30 a 45 años,1.0,2.92,1066316.84,0,1225,2,6,1,,16.0,2500000.0,1066316.84,25.0,0.0,2,25.0,4.0
3.0,2025,TQRMNOPRSHKMKPCDEOJAH00857408,1,Mujer,3,Soltero,Obra social (incluye PAMI),Sin instrucción,,,Menor de 6 años,2500000.0,625000.0,,,0.0,0.0,,3 años,0.51,2.92,1066316.84,0,9,1,1,2,0.0,0.0,2500000.0,1066316.84,,,3,0.0,4.0
4.0,2025,TQRMNOPRSHKMKPCDEOJAH00857408,1,Mujer,6,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),,,Estudiante,2500000.0,625000.0,,,0.0,0.0,,6 años,0.64,2.92,1066316.84,0,36,1,2,2,0.0,1.0,2500000.0,1066316.84,,,3,0.0,4.0
1.0,2025,TQRMNOPRUHKMKPCDEOJAH00861322,1,Mujer,31,Separado o divorciado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,880000.0,440000.0,Sí,...un sólo empleo/ocupación/actividad?,880000.0,760000.0,No,30 a 45 años,0.77,1.4300000000000002,522203.11,0,961,2,6,1,,16.0,880000.0,522203.11,20.0,0.0,1,20.0,2.0
2.0,2025,TQRMNOPRUHKMKPCDEOJAH00861322,1,Varón,7,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),,,Estudiante,880000.0,440000.0,,,0.0,0.0,,7 años,0.66,1.4300000000000002,522203.11,0,49,1,2,2,1.0,2.0,880000.0,522203.11,,,3,0.0,2.0
3.0,2025,TQRMNORTXHJOKPCDEOHCH00873940,1,Varón,15,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,1020000.0,340000.0,,,0.0,0.0,,15 años,1.0,2.41,880076.5700000001,0,225,1,4,2,3.0,11.0,1020000.0,880076.5700000001,,,5,0.0,3.0
1.0,2025,TQRMNOSXWHJOKRCDEOHCH00873943,1,Varón,96,Viudo,Obra social (incluye PAMI),Sin instrucción,Inactivo,,Discapacitado,390000.0,390000.0,,,390000.0,0.0,,más de 75 años,0.74,0.74,270230.98,0,9216,3,0,0,,0.0,390000.0,270230.98,,,1,0.0,1.0
2.0,2025,TQRMNOQWPHJKKSCDEHGHJ00877268,1,Mujer,54,Unido,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,5250000.0,2625000.0,Sí,...un sólo empleo/ocupación/actividad?,3000000.0,2000000.0,No,46 a 60 años,0.76,1.76,642711.52,0,2916,2,6,1,,16.0,5250000.0,642711.52,30.0,0.0,2,30.0,2.0
1.0,2025,TQRMNOURSHKOLMCDEGNFJ00859704,1,Varón,32,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,1800000.0,1800000.0,Sí,...un sólo empleo/ocupación/actividad?,1800000.0,1800000.0,No,30 a 45 años,1.0,1.0,365177.0,0,1024,2,4,2,2.0,10.0,1800000.0,365177.0,70.0,0.0,1,70.0,1.0
1.0,2025,TQRMNORQYHKMLNCDEGNFJ00878594,1,Varón,55,Separado o divorciado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,Obrero o empleado,,2500000.0,1250000.0,Sí,...un sólo empleo/ocupación/actividad?,2500000.0,2000000.0,No,46 a 60 años,1.0,2.02,737657.54,0,3025,2,7,1,,19.0,2500000.0,737657.54,40.0,0.0,1,40.0,2.0
2.0,2025,TQRMNORQYHKMLNCDEGNFJ00878594,1,Varón,18,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,2500000.0,1250000.0,,,0.0,0.0,,18 a 29 años,1.02,2.02,737657.54,0,324,1,4,2,3.0,11.0,2500000.0,737657.54,,,3,0.0,2.0
1.0,2025,TQRMNOSQWHMOLPCDEGNFJ00878724,1,Mujer,28,Unido,No paga ni le descuentan,Secundaria Completa,Desocupado,Obrero o empleado,,893000.0,223250.0,,,93000.0,0.0,,18 a 29 años,0.76,2.82,1029799.14,1,784,2,4,1,,13.0,893000.0,1029799.14,,,1,0.0,4.0
2.0,2025,TQRMNOSQWHMOLPCDEGNFJ00878724,1,Varón,32,Unido,No paga ni le descuentan,Primaria Completa,Ocupado,Cuenta propia,,893000.0,223250.0,,...un sólo empleo/ocupación/actividad?,800000.0,800000.0,No,30 a 45 años,1.0,2.82,1029799.14,1,1024,2,2,1,,8.0,893000.0,1029799.14,50.0,0.0,2,50.0,4.0
3.0,2025,TQRMNOSQWHMOLPCDEGNFJ00878724,1,Varón,9,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),,,Estudiante,893000.0,223250.0,,,0.0,0.0,,9 años,0.69,2.82,1029799.14,1,81,1,2,2,3.0,4.0,893000.0,1029799.14,,,3,0.0,4.0
4.0,2025,TQRMNOSQWHMOLPCDEGNFJ00878724,1,Varón,1,Soltero,No paga ni le descuentan,Sin instrucción,,,Menor de 6 años,893000.0,223250.0,,,0.0,0.0,,1 años,0.37,2.82,1029799.14,1,1,0,0,0,,0.0,893000.0,1029799.14,,,3,0.0,4.0
1.0,2025,TQRMNORSRHKOLQCDEGNFJ00859433,1,Varón,45,Unido,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Ocupado,Obrero o empleado,,970000.0,323333.33,No,...un sólo empleo/ocupación/actividad?,700000.0,700000.0,No,30 a 45 años,1.0,2.43,887380.1100000001,0,2025,2,2,2,99.0,,970000.0,887380.1100000001,40.0,0.0,1,40.0,3.0
2.0,2025,TQRMNORSRHKOLQCDEGNFJ00859433,1,Mujer,75,Separado o divorciado,No paga ni le descuentan,Primaria Completa,Inactivo,,Otros,970000.0,323333.33,,,0.0,0.0,,61 a 75 años,0.67,2.43,887380.1100000001,0,5625,2,2,1,,8.0,970000.0,887380.1100000001,,,7,0.0,3.0
1.0,2025,TQRMNORQPHJKLLCDEOJAH00878804,1,Varón,34,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,2400000.0,600000.0,Sí,...un sólo empleo/ocupación/actividad?,2400000.0,1600000.0,No,30 a 45 años,1.0,3.17,1157611.09,0,1156,2,4,1,,13.0,2400000.0,1157611.09,40.0,0.0,1,40.0,4.0
2.0,2025,TQRMNORQPHJKLLCDEOJAH00878804,1,Mujer,32,Unido,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Ama de casa,2400000.0,600000.0,,,0.0,0.0,,30 a 45 años,0.77,3.17,1157611.09,0,1024,2,4,1,,13.0,2400000.0,1157611.09,,,2,0.0,4.0
1.0,2025,TQRMNOPQUHLKKPCDEOJAH00856260,1,Mujer,58,Viudo,Obra social (incluye PAMI),Primaria Completa,Ocupado,Obrero o empleado,,2050000.0,683333.33,Sí,...un sólo empleo/ocupación/actividad?,1200000.0,1200000.0,No,46 a 60 años,0.76,1.99,726702.23,0,3364,2,2,1,,8.0,2050000.0,726702.23,35.0,0.0,1,35.0,3.0
2.0,2025,TQRMNOPQUHLKKPCDEOJAH00856260,1,Mujer,32,Separado o divorciado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,2050000.0,683333.33,Sí,...un sólo empleo/ocupación/actividad?,850000.0,850000.0,No,30 a 45 años,0.77,1.99,726702.23,0,1024,2,4,1,,13.0,2050000.0,726702.23,35.0,0.0,3,35.0,3.0
3.0,2025,TQRMNOPQUHLKKPCDEOJAH00856260,1,Varón,2,Soltero,Obra social (incluye PAMI),Sin instrucción,,,Menor de 6 años,2050000.0,683333.33,,,0.0,0.0,,2 años,0.46,1.99,726702.23,0,4,3,0,0,,0.0,2050000.0,726702.23,,,5,0.0,3.0
2.0,2025,TQRMNOQRRHJOKPCDEOJAH00878528,1,Varón,60,Casado,Obra social (incluye PAMI),Primaria Completa,Ocupado,Obrero o empleado,,1300000.0,433333.33,Sí,...un sólo empleo/ocupación/actividad?,850000.0,850000.0,No,46 a 60 años,1.0,2.52,920246.04,0,3600,2,2,1,,8.0,1300000.0,920246.04,36.0,0.0,2,36.0,3.0
3.0,2025,TQRMNOQRRHJOKPCDEOJAH00878528,1,Mujer,22,Soltero,No paga ni le descuentan,Secundaria Completa,Inactivo,,Ama de casa,1300000.0,433333.33,,,0.0,0.0,,18 a 29 años,0.76,2.52,920246.04,0,484,2,4,1,,13.0,1300000.0,920246.04,,,3,0.0,3.0
1.0,2025,TQRMNOSTXHJOKPCDEOJAH00877072,1,Mujer,79,Viudo,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Otros,660000.0,330000.0,,,450000.0,0.0,,más de 75 años,0.63,1.4,511247.8,0,6241,2,2,1,,8.0,660000.0,511247.8,,,1,0.0,2.0
2.0,2025,TQRMNOSTXHJOKPCDEOJAH00877072,1,Mujer,43,Separado o divorciado,No paga ni le descuentan,Secundaria Incompleta,Ocupado,Obrero o empleado,,660000.0,330000.0,No,...un sólo empleo/ocupación/actividad?,210000.0,210000.0,No,30 a 45 años,0.77,1.4,511247.8,0,1849,2,4,2,1.0,9.0,660000.0,511247.8,20.0,0.0,3,20.0,2.0
1.0,2025,TQRMNORXTHMOKPCDEOJAH00878529,1,Varón,33,Unido,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,Obrero o empleado,,1580000.0,526666.67,Sí,...un sólo empleo/ocupación/actividad?,1580000.0,1580000.0,No,30 a 45 años,1.0,2.49,909290.73,0,1089,1,7,2,2.0,15.0,1580000.0,909290.73,48.0,0.0,1,48.0,3.0
2.0,2025,TQRMNORXTHMOKPCDEOJAH00878529,1,Mujer,32,Unido,No paga ni le descuentan,Superior Universitaria Incompleta,Inactivo,,Estudiante,1580000.0,526666.67,,,0.0,0.0,,30 a 45 años,0.77,2.49,909290.73,0,1024,1,7,2,0.0,13.0,1580000.0,909290.73,,,2,0.0,3.0
1.0,2025,TQRMNOQRRHJOKPCDEOJAH00878528,1,Mujer,51,Casado,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Ama de casa,1300000.0,433333.33,,,450000.0,0.0,,46 a 60 años,0.76,2.52,920246.04,0,2601,2,4,2,1.0,9.0,1300000.0,920246.04,,,1,0.0,3.0
1.0,2025,TQRMNOQUSHKOKNCDEGNFJ00858899,1,Varón,77,Soltero,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,600000.0,600000.0,,,600000.0,0.0,,más de 75 años,0.74,0.74,270230.98,0,5929,2,2,1,,8.0,600000.0,270230.98,,,1,0.0,1.0
1.0,2025,TQRMNOSYYHMOKTCDEGNFJ00878596,1,Varón,76,Soltero,Obra social (incluye PAMI),Primaria Completa,Ocupado,Cuenta propia,,800000.0,800000.0,,...un sólo empleo/ocupación/actividad?,800000.0,200000.0,Sí,más de 75 años,0.74,0.74,270230.98,0,5776,2,2,1,,8.0,800000.0,270230.98,6.0,0.0,1,6.0,1.0
3.0,2025,TQRMNORSRHKOLQCDEGNFJ00859433,1,Mujer,46,Unido,Obra social (incluye PAMI),Secundaria Completa,Inactivo,,Ama de casa,970000.0,323333.33,,,270000.0,0.0,,46 a 60 años,0.76,2.43,887380.1100000001,0,2116,2,4,1,,13.0,970000.0,887380.1100000001,,,2,0.0,3.0
1.0,2025,TQRMNOQWWHKMKMCDEOJAH00859709,1,Mujer,42,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,280000.0,280000.0,Sí,...un sólo empleo/ocupación/actividad?,280000.0,280000.0,No,30 a 45 años,0.77,0.77,281186.29,1,1764,2,4,2,3.0,11.0,280000.0,281186.29,20.0,0.0,1,20.0,1.0
1.0,2025,TQRMNOSYQHMOKOCDEOJAH00878767,1,Mujer,34,Soltero,No paga ni le descuentan,Primaria Completa,Ocupado,Obrero o empleado,,610000.0,152500.0,No,...un sólo empleo/ocupación/actividad?,610000.0,400000.0,No,30 a 45 años,0.77,2.58,942156.66,1,1156,2,2,1,,8.0,610000.0,942156.66,15.0,0.0,1,15.0,4.0
2.0,2025,TQRMNOSYQHMOKOCDEOJAH00878767,1,Varón,14,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Estudiante,610000.0,152500.0,,,0.0,0.0,,14 años,0.96,2.58,942156.66,1,196,1,4,2,1.0,9.0,610000.0,942156.66,,,3,0.0,4.0
3.0,2025,TQRMNOSYQHMOKOCDEOJAH00878767,1,Varón,12,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Estudiante,610000.0,152500.0,,,0.0,0.0,,12 años,0.85,2.58,942156.66,1,144,1,4,2,0.0,8.0,610000.0,942156.66,,,3,0.0,4.0
3.0,2025,TQRMNORQPHJKLLCDEOJAH00878804,1,Mujer,13,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,2400000.0,600000.0,,,0.0,0.0,,13 años,0.76,3.17,1157611.09,0,169,1,4,2,0.0,8.0,2400000.0,1157611.09,,,3,0.0,4.0
4.0,2025,TQRMNORQPHJKLLCDEOJAH00878804,1,Mujer,6,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),,,Estudiante,2400000.0,600000.0,,,0.0,0.0,,6 años,0.64,3.17,1157611.09,0,36,1,2,2,0.0,1.0,2400000.0,1157611.09,,,3,0.0,4.0
3.0,2025,TQRMNORXTHMOKPCDEOJAH00878529,1,Mujer,11,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Estudiante,1580000.0,526666.67,,,0.0,0.0,,11 años,0.72,2.49,909290.73,0,121,1,9,2,98.0,0.0,1580000.0,909290.73,,,3,0.0,3.0
1.0,2025,TQRMNOQRWHJOKQCDEOJAH00877073,1,Mujer,59,Separado o divorciado,No paga ni le descuentan,Superior Universitaria Completa,Ocupado,Cuenta propia,,600000.0,600000.0,,...un sólo empleo/ocupación/actividad?,600000.0,300000.0,No,46 a 60 años,0.76,0.76,277534.52,0,3481,2,8,2,0.0,19.0,600000.0,277534.52,12.0,0.0,1,12.0,1.0
1.0,2025,TQRMNOQXSHLMKPCDEOJAH00856241,1,Mujer,67,Separado o divorciado,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Ama de casa,1134000.0,283500.0,,,430000.0,0.0,,61 a 75 años,0.67,3.31,1208735.87,1,4489,2,2,2,1.0,2.0,1134000.0,1208735.87,,,1,0.0,4.0
2.0,2025,TQRMNOQXSHLMKPCDEOJAH00856241,1,Mujer,39,Separado o divorciado,No paga ni le descuentan,Secundaria Completa,Ocupado,Obrero o empleado,,1134000.0,283500.0,No,...un sólo empleo/ocupación/actividad?,394000.0,300000.0,No,30 a 45 años,0.77,3.31,1208735.87,1,1521,2,4,1,,13.0,1134000.0,1208735.87,15.0,0.0,3,15.0,4.0
3.0,2025,TQRMNOQXSHLMKPCDEOJAH00856241,1,Varón,24,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,,Discapacitado,1134000.0,283500.0,,,310000.0,0.0,,18 a 29 años,1.02,3.31,1208735.87,1,576,2,9,1,,0.0,1134000.0,1208735.87,,,3,0.0,4.0
4.0,2025,TQRMNOQXSHLMKPCDEOJAH00856241,1,Varón,12,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Estudiante,1134000.0,283500.0,,,0.0,0.0,,12 años,0.85,3.31,1208735.87,1,144,1,4,2,0.0,8.0,1134000.0,1208735.87,,,5,0.0,4.0
1.0,2025,TQRMNORUTHKOKOCDEOJAH00858519,1,Mujer,54,Separado o divorciado,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Ama de casa,1050000.0,525000.0,,,350000.0,0.0,,46 a 60 años,0.76,1.78,650015.06,0,2916,2,2,1,,8.0,1050000.0,650015.06,,,1,0.0,2.0
2.0,2025,TQRMNORUTHKOKOCDEOJAH00858519,1,Varón,26,Separado o divorciado,No paga ni le descuentan,Secundaria Completa,Ocupado,Obrero o empleado,,1050000.0,525000.0,No,...un sólo empleo/ocupación/actividad?,700000.0,700000.0,No,18 a 29 años,1.02,1.78,650015.06,0,676,2,4,1,,13.0,1050000.0,650015.06,36.0,0.0,3,36.0,2.0
1.0,2025,TQRMNOQQYHJOKPCDEOJAH00873964,1,Mujer,64,Unido,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,1650000.0,825000.0,,,450000.0,0.0,,61 a 75 años,0.67,1.67,609845.59,0,4096,2,2,1,,8.0,1650000.0,609845.59,,,1,0.0,2.0
2.0,2025,TQRMNOQQYHJOKPCDEOJAH00873964,1,Varón,30,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,1650000.0,825000.0,Sí,...un sólo empleo/ocupación/actividad?,1200000.0,1200000.0,No,30 a 45 años,1.0,1.67,609845.59,0,900,2,4,1,,13.0,1650000.0,609845.59,48.0,0.0,3,48.0,2.0
1.0,2025,TQRMNORWPHMOKRCDEOHCH00878773,1,Varón,34,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,Obrero o empleado,,1200000.0,600000.0,No,...un sólo empleo/ocupación/actividad?,800000.0,800000.0,No,30 a 45 años,1.0,2.0,730354.0,0,1156,2,5,2,1.0,11.0,1200000.0,730354.0,35.0,0.0,1,35.0,2.0
2.0,2025,TQRMNORWPHMOKRCDEOHCH00878773,1,Varón,31,Soltero,No paga ni le descuentan,Secundaria Incompleta,Ocupado,Obrero o empleado,,1200000.0,600000.0,No,...un sólo empleo/ocupación/actividad?,400000.0,400000.0,Sí,30 a 45 años,1.0,2.0,730354.0,0,961,2,5,2,1.0,11.0,1200000.0,730354.0,20.0,0.0,8,20.0,2.0
1.0,2025,TQRMNORPWHKMLNCDEFPCH00860716,1,Varón,73,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,2615000.0,653750.0,,,500000.0,0.0,,61 a 75 años,0.83,3.27,1194128.79,0,5329,2,2,1,,8.0,2615000.0,1194128.79,,,1,0.0,4.0
2.0,2025,TQRMNORPWHKMLNCDEFPCH00860716,1,Mujer,71,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Ama de casa,2615000.0,653750.0,,,315000.0,0.0,,61 a 75 años,0.67,3.27,1194128.79,0,5041,2,4,2,4.0,12.0,2615000.0,1194128.79,,,2,0.0,4.0
3.0,2025,TQRMNORPWHKMLNCDEFPCH00860716,1,Mujer,43,Soltero,No paga ni le descuentan,Superior Universitaria Incompleta,Inactivo,,Estudiante,2615000.0,653750.0,,,0.0,0.0,,30 a 45 años,0.77,3.27,1194128.79,0,1849,1,7,2,1.0,14.0,2615000.0,1194128.79,,,3,0.0,4.0
2.0,2025,TQRMNOPUYHJMKNCDEHGHJ00873283,1,Mujer,45,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,2400000.0,600000.0,Sí,...un sólo empleo/ocupación/actividad?,800000.0,800000.0,No,30 a 45 años,0.77,3.13,1143004.01,0,2025,2,4,1,,13.0,2400000.0,1143004.01,30.0,0.0,2,30.0,4.0
3.0,2025,TQRMNOPUYHJMKNCDEHGHJ00873283,1,Mujer,18,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,,Estudiante,2400000.0,600000.0,,,0.0,0.0,,18 a 29 años,0.76,3.13,1143004.01,0,324,1,7,2,0.0,13.0,2400000.0,1143004.01,,,3,0.0,4.0
4.0,2025,TQRMNOPUYHJMKNCDEHGHJ00873283,1,Mujer,5,Soltero,Obra social (incluye PAMI),Sin instrucción,,,Menor de 6 años,2400000.0,600000.0,,,0.0,0.0,,5 años,0.6,3.13,1143004.01,0,25,1,1,2,0.0,0.0,2400000.0,1143004.01,,,3,0.0,4.0
1.0,2025,TQRMNORUTHJMKNCDEHGHJ00873325,1,Mujer,86,Viudo,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,2380000.0,793333.33,,,600000.0,0.0,,más de 75 años,0.63,2.22,810692.94,0,7396,2,2,1,,8.0,2380000.0,810692.94,,,1,0.0,3.0
2.0,2025,TQRMNORUTHJMKNCDEHGHJ00873325,1,Varón,67,Soltero,Obra social (incluye PAMI),Primaria Completa,Inactivo,,Jubilado/pensionado,2380000.0,793333.33,,,800000.0,0.0,,61 a 75 años,0.83,2.22,810692.94,0,4489,2,2,1,,8.0,2380000.0,810692.94,,,3,0.0,3.0
1.0,2025,TQRMNOSUPHKKKQCDEHGHJ00864166,1,Mujer,72,Separado o divorciado,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,,Jubilado/pensionado,545000.0,545000.0,,,545000.0,0.0,,61 a 75 años,0.67,0.67,244668.59000000003,0,5184,2,4,2,3.0,11.0,545000.0,244668.59000000003,,,1,0.0,1.0
1.0,2025,TQRMNOPUYHJMKNCDEHGHJ00873283,1,Varón,49,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,Obrero o empleado,,2400000.0,600000.0,Sí,...más de un empleo/ocupación/actividad?,1600000.0,1000000.0,No,46 a 60 años,1.0,3.13,1143004.01,0,2401,2,4,1,,13.0,2400000.0,1143004.01,30.0,18.0,1,48.0,4.0
3.0,2025,TQRMNOPTQHMMKTCDEHGHJ00878871,1,Varón,19,Soltero,No paga ni le descuentan,Secundaria Incompleta,Desocupado,,,2500000.0,625000.0,,,0.0,0.0,,18 a 29 años,1.02,3.54,1292726.58,0,361,2,4,2,4.0,12.0,2500000.0,1292726.58,,,3,0.0,4.0
4.0,2025,TQRMNOPTQHMMKTCDEHGHJ00878871,1,Mujer,28,Soltero,No paga ni le descuentan,Secundaria Incompleta,Inactivo,,Estudiante,2500000.0,625000.0,,,0.0,0.0,,18 a 29 años,0.76,3.54,1292726.58,0,784,1,4,2,2.0,10.0,2500000.0,1292726.58,,,3,0.0,4.0
1.0,2025,TQRMNOUTVHMMKUCDEHGHJ00878872,1,Mujer,43,Soltero,No paga ni le descuentan,Superior Universitaria Completa,Desocupado,Obrero o empleado,,608000.0,304000.0,,,608000.0,0.0,,30 a 45 años,0.77,1.62,591586.74,0,1849,2,6,1,,16.0,608000.0,591586.74,,,1,0.0,2.0
